01-05-2024,vegetable,Wholesale price,Retail Price,shopping mall,units,state ,,,,,,,,,,,,
04-05-2024,Brinjal (Big) (கத்திரிக்காய்),₹ 23,₹26 - 29,₹28 - 38,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Elephant Yam (சேனைக்கிழங்கு),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Fenugreek Leaves (வெந்தயக்கீரை),₹ 11,₹13 - 14,₹13 - 18,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,French Beans (பீன்ஸ்),₹ 52,₹60 - 66,₹62 - 86,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Garlic (பூண்டு),₹ 175,₹201 - 222,₹210 - 289,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Ginger (இஞ்சி),₹ 106,₹122 - 135,₹127 - 175,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Onion Green (பச்சை வெங்காயம்),₹ 43,₹49 - 55,₹52 - 71,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Green Peas (பச்சை பட்டாணி),₹ 41,₹47 - 52,₹49 - 68,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Ivy Gourd (கோவைக்காய்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Lemon (Lime) (எலுமிச்சை),₹ 60,₹69 - 76,₹72 - 99,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Mango Raw (மாங்காய்),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Mint Leaves (புதினா),₹ 5,₹6 - 6,₹6 - 8,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Mushroom (காளான்),₹ 95,₹109 - 121,₹114 - 157,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Mustard Leaves (கடுகு இலைகள்),₹ 16,₹18 - 20,₹19 - 26,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Ladies Finger (வெண்டைக்காய்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Pumpkin (பூசணி),₹ 18,₹21 - 23,₹22 - 30,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Radish (முள்ளங்கி),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Ridge Gourd (பீர்க்கங்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Shallot (Pearl Onion) (சிறிய வெங்காயம்),₹ 32,₹37 - 41,₹38 - 53,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Snake Gourd (புடலங்காய்),₹ 22,₹25 - 28,₹26 - 36,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Sorrel Leaves (புளிச்ச கீரை),₹ 15,₹17 - 19,₹18 - 25,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Spinach (கீரை),₹ 15,₹17 - 19,₹18 - 25,1kg,Tamil nadu,,,,,,,,,,,,
04-05-2024,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Onion Big (பெரிய வெங்காயம்),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Onion Small (சின்ன வெங்காயம்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Tomato (தக்காளி),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Green Chilli (பச்சை மிளகாய்),₹ 44,₹51 - 56,₹53 - 73,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Beetroot (பீட்ரூட்),₹ 38,₹44 - 48,₹46 - 63,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Potato (உருளைக்கிழங்கு),₹ 29,₹33 - 37,₹35 - 48,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Raw Banana (Plantain) (வாழைக்காய்),₹ 9,₹10 - 11,₹11 - 15,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Amaranth Leaves (சிறு கீரை),₹ 11,₹13 - 14,₹13 - 18,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Amla (நெல்லிக்காய்),₹ 65,₹75 - 83,₹78 - 107,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Ash gourd (சாம்பல் பூசணிக்காய்),₹ 22,₹25 - 28,₹26 - 36,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Baby Corn (சிறிய மக்காச்சோளம்),₹ 63,₹72 - 80,₹76 - 104,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Banana Flower (வாழைப்பூ),₹ 14,₹16 - 18,₹17 - 23,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Capsicum (குடைமிளகாய்),₹ 47,₹54 - 60,₹56 - 78,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Bitter Gourd (பாகற்காய்),₹ 33,₹38 - 42,₹40 - 54,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Bottle Gourd (சுரைக்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Butter Beans (பட்டர் பீன்ஸ்),₹ 50,₹58 - 64,₹60 - 83,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Broad Beans (அவரைக்காய்),₹ 34,₹39 - 43,₹41 - 56,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Cabbage (முட்டைக்கோஸ்),₹ 20,₹23 - 25,₹24 - 33,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Carrot (கேரட்),₹ 45,₹52 - 57,₹54 - 74,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Cauliflower (காலிஃபிளவர்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Cluster beans (கொத்தவரை),₹ 43,₹49 - 55,₹52 - 71,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Coconut (தேங்காய்),₹ 33,₹38 - 42,₹40 - 54,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),₹ 16,₹18 - 20,₹19 - 26,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Colocasia (சேப்பங்கிழங்கு),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Coriander Leaves (கொத்துமல்லி),₹ 6,₹7 - 8,₹7 - 10,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Corn (மக்காச்சோளம்),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Cucumber (வெள்ளரிக்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Curry Leaves (கறிவேப்பிலை),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Dill Leaves (வெந்தயம் இலைகள்),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Drumsticks (முருங்கைக்காய்),₹ 50,₹58 - 64,₹60 - 83,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Brinjal (கத்திரிக்காய்),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Brinjal (Big) (கத்திரிக்காய்),₹ 21,₹24 - 27,₹25 - 35,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Elephant Yam (சேனைக்கிழங்கு),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Fenugreek Leaves (வெந்தயக்கீரை),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,French Beans (பீன்ஸ்),₹ 48,₹55 - 61,₹58 - 79,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Garlic (பூண்டு),₹ 164,₹189 - 208,₹197 - 271,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Ginger (இஞ்சி),₹ 103,₹118 - 131,₹124 - 170,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Onion Green (பச்சை வெங்காயம்),₹ 46,₹53 - 58,₹55 - 76,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Green Peas (பச்சை பட்டாணி),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Ivy Gourd (கோவைக்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Lemon (Lime) (எலுமிச்சை),₹ 63,₹72 - 80,₹76 - 104,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Mango Raw (மாங்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Mint Leaves (புதினா),₹ 4,₹5 - 5,₹5 - 7,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Mushroom (காளான்),₹ 88,₹101 - 112,₹106 - 145,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Mustard Leaves (கடுகு இலைகள்),₹ 13,₹15 - 17,₹16 - 21,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Ladies Finger (வெண்டைக்காய்),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Pumpkin (பூசணி),₹ 21,₹24 - 27,₹25 - 35,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Radish (முள்ளங்கி),₹ 23,₹26 - 29,₹28 - 38,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Ridge Gourd (பீர்க்கங்காய்),₹ 34,₹39 - 43,₹41 - 56,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Shallot (Pearl Onion) (சிறிய வெங்காயம்),₹ 31,₹36 - 39,₹37 - 51,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Snake Gourd (புடலங்காய்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Sorrel Leaves (புளிச்ச கீரை),₹ 10,₹12 - 13,₹12 - 17,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Spinach (கீரை),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
05-05-2024,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Onion Big (பெரிய வெங்காயம்),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Onion Small (சின்ன வெங்காயம்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Tomato (தக்காளி),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Green Chilli (பச்சை மிளகாய்),₹ 44,₹51 - 56,₹53 - 73,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Beetroot (பீட்ரூட்),₹ 38,₹44 - 48,₹46 - 63,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Potato (உருளைக்கிழங்கு),₹ 29,₹33 - 37,₹35 - 48,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Raw Banana (Plantain) (வாழைக்காய்),₹ 9,₹10 - 11,₹11 - 15,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Amaranth Leaves (சிறு கீரை),₹ 11,₹13 - 14,₹13 - 18,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Amla (நெல்லிக்காய்),₹ 65,₹75 - 83,₹78 - 107,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Ash gourd (சாம்பல் பூசணிக்காய்),₹ 22,₹25 - 28,₹26 - 36,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Baby Corn (சிறிய மக்காச்சோளம்),₹ 63,₹72 - 80,₹76 - 104,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Banana Flower (வாழைப்பூ),₹ 14,₹16 - 18,₹17 - 23,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Capsicum (குடைமிளகாய்),₹ 47,₹54 - 60,₹56 - 78,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Bitter Gourd (பாகற்காய்),₹ 33,₹38 - 42,₹40 - 54,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Bottle Gourd (சுரைக்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Butter Beans (பட்டர் பீன்ஸ்),₹ 50,₹58 - 64,₹60 - 83,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Broad Beans (அவரைக்காய்),₹ 34,₹39 - 43,₹41 - 56,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Cabbage (முட்டைக்கோஸ்),₹ 20,₹23 - 25,₹24 - 33,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Carrot (கேரட்),₹ 45,₹52 - 57,₹54 - 74,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Cauliflower (காலிஃபிளவர்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Cluster beans (கொத்தவரை),₹ 43,₹49 - 55,₹52 - 71,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Coconut (தேங்காய்),₹ 33,₹38 - 42,₹40 - 54,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),₹ 16,₹18 - 20,₹19 - 26,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Colocasia (சேப்பங்கிழங்கு),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Coriander Leaves (கொத்துமல்லி),₹ 6,₹7 - 8,₹7 - 10,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Corn (மக்காச்சோளம்),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Cucumber (வெள்ளரிக்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Curry Leaves (கறிவேப்பிலை),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Dill Leaves (வெந்தயம் இலைகள்),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Drumsticks (முருங்கைக்காய்),₹ 50,₹58 - 64,₹60 - 83,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Brinjal (கத்திரிக்காய்),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Brinjal (Big) (கத்திரிக்காய்),₹ 21,₹24 - 27,₹25 - 35,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Elephant Yam (சேனைக்கிழங்கு),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Fenugreek Leaves (வெந்தயக்கீரை),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,French Beans (பீன்ஸ்),₹ 48,₹55 - 61,₹58 - 79,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Garlic (பூண்டு),₹ 164,₹189 - 208,₹197 - 271,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Ginger (இஞ்சி),₹ 103,₹118 - 131,₹124 - 170,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Onion Green (பச்சை வெங்காயம்),₹ 46,₹53 - 58,₹55 - 76,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Green Peas (பச்சை பட்டாணி),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Ivy Gourd (கோவைக்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Lemon (Lime) (எலுமிச்சை),₹ 63,₹72 - 80,₹76 - 104,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Mango Raw (மாங்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Mint Leaves (புதினா),₹ 4,₹5 - 5,₹5 - 7,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Mushroom (காளான்),₹ 88,₹101 - 112,₹106 - 145,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Mustard Leaves (கடுகு இலைகள்),₹ 13,₹15 - 17,₹16 - 21,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Ladies Finger (வெண்டைக்காய்),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Pumpkin (பூசணி),₹ 21,₹24 - 27,₹25 - 35,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Radish (முள்ளங்கி),₹ 23,₹26 - 29,₹28 - 38,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Ridge Gourd (பீர்க்கங்காய்),₹ 34,₹39 - 43,₹41 - 56,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Shallot (Pearl Onion) (சிறிய வெங்காயம்),₹ 31,₹36 - 39,₹37 - 51,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Snake Gourd (புடலங்காய்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Sorrel Leaves (புளிச்ச கீரை),₹ 10,₹12 - 13,₹12 - 17,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Spinach (கீரை),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
06-05-2024,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Onion Big (பெரிய வெங்காயம்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Onion Small (சின்ன வெங்காயம்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Tomato (தக்காளி),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Green Chilli (பச்சை மிளகாய்),₹ 41,₹47 - 52,₹49 - 68,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Beetroot (பீட்ரூட்),₹ 37,₹43 - 47,₹44 - 61,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Potato (உருளைக்கிழங்கு),₹ 29,₹33 - 37,₹35 - 48,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Raw Banana (Plantain) (வாழைக்காய்),₹ 7,₹8 - 9,₹8 - 12,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Amaranth Leaves (சிறு கீரை),₹ 11,₹13 - 14,₹13 - 18,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Amla (நெல்லிக்காய்),₹ 75,₹86 - 95,₹90 - 124,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Ash gourd (சாம்பல் பூசணிக்காய்),₹ 19,₹22 - 24,₹23 - 31,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Baby Corn (சிறிய மக்காச்சோளம்),₹ 60,₹69 - 76,₹72 - 99,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Banana Flower (வாழைப்பூ),₹ 17,₹20 - 22,₹20 - 28,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Capsicum (குடைமிளகாய்),₹ 45,₹52 - 57,₹54 - 74,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Bitter Gourd (பாகற்காய்),₹ 32,₹37 - 41,₹38 - 53,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Bottle Gourd (சுரைக்காய்),₹ 27,₹31 - 34,₹32 - 45,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Butter Beans (பட்டர் பீன்ஸ்),₹ 49,₹56 - 62,₹59 - 81,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Broad Beans (அவரைக்காய்),₹ 30,₹35 - 38,₹36 - 50,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Cabbage (முட்டைக்கோஸ்),₹ 18,₹21 - 23,₹22 - 30,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Carrot (கேரட்),₹ 42,₹48 - 53,₹50 - 69,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Cauliflower (காலிஃபிளவர்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Cluster beans (கொத்தவரை),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Coconut (தேங்காய்),₹ 34,₹39 - 43,₹41 - 56,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Colocasia Leaves (சேப்பங்கிழங்கு கீரை),₹ 17,₹20 - 22,₹20 - 28,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Colocasia (சேப்பங்கிழங்கு),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Coriander Leaves (கொத்துமல்லி),₹ 6,₹7 - 8,₹7 - 10,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Corn (மக்காச்சோளம்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Cucumber (வெள்ளரிக்காய்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Curry Leaves (கறிவேப்பிலை),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Dill Leaves (வெந்தயம் இலைகள்),₹ 14,₹16 - 18,₹17 - 23,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Drumsticks (முருங்கைக்காய்),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Brinjal (கத்திரிக்காய்),₹ 28,₹32 - 36,₹34 - 46,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Brinjal (Big) (கத்திரிக்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Elephant Yam (சேனைக்கிழங்கு),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Fenugreek Leaves (வெந்தயக்கீரை),₹ 12,₹14 - 15,₹14 - 20,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,French Beans (பீன்ஸ்),₹ 51,₹59 - 65,₹61 - 84,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Garlic (பூண்டு),₹ 152,₹175 - 193,₹182 - 251,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Ginger (இஞ்சி),₹ 111,₹128 - 141,₹133 - 183,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Onion Green (பச்சை வெங்காயம்),₹ 46,₹53 - 58,₹55 - 76,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Green Peas (பச்சை பட்டாணி),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Ivy Gourd (கோவைக்காய்),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Lemon (Lime) (எலுமிச்சை),₹ 67,₹77 - 85,₹80 - 111,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Mango Raw (மாங்காய்),₹ 25,₹29 - 32,₹30 - 41,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Mint Leaves (புதினா),₹ 5,₹6 - 6,₹6 - 8,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Mushroom (காளான்),₹ 79,₹91 - 100,₹95 - 130,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Mustard Leaves (கடுகு இலைகள்),₹ 17,₹20 - 22,₹20 - 28,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Ladies Finger (வெண்டைக்காய்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Pumpkin (பூசணி),₹ 18,₹21 - 23,₹22 - 30,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Radish (முள்ளங்கி),₹ 24,₹28 - 30,₹29 - 40,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Ridge Gourd (பீர்க்கங்காய்),₹ 31,₹36 - 39,₹37 - 51,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Shallot (Pearl Onion) (சிறிய வெங்காயம்),₹ 35,₹40 - 44,₹42 - 58,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Snake Gourd (புடலங்காய்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Sorrel Leaves (புளிச்ச கீரை),₹ 15,₹17 - 19,₹18 - 25,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Spinach (கீரை),₹ 17,₹20 - 22,₹20 - 28,1kg,Tamil nadu,,,,,,,,,,,,
07-05-2024,Sweet Potato (இனிப்பு உருளைக்கிழங்கு),₹ 40,₹46 - 51,₹48 - 66,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Onion Big (பெரிய வெங்காயம்),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Onion Small (சின்ன வெங்காயம்),₹ 36,₹41 - 46,₹43 - 59,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Tomato (தக்காளி),₹ 26,₹30 - 33,₹31 - 43,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Green Chilli (பச்சை மிளகாய்),₹ 41,₹47 - 52,₹49 - 68,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Beetroot (பீட்ரூட்),₹ 37,₹43 - 47,₹44 - 61,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Potato (உருளைக்கிழங்கு),₹ 29,₹33 - 37,₹35 - 48,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Raw Banana (Plantain) (வாழைக்காய்),₹ 7,₹8 - 9,₹8 - 12,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Amaranth Leaves (சிறு கீரை),₹ 11,₹13 - 14,₹13 - 18,1kg,Tamil nadu,,,,,,,,,,,,
08-05-2024,Amla (நெல்லிக்காய்),₹ 75,₹86 - 95,₹90 - 124,1kg,Tamil nadu,,,,,,,,,,,,
